"OTU","Abundance","Sample","Group"
"o__Bradymonadales",0,"SRR10802240","GERD"
"o__Bradymonadales",0,"SRR10802229","GERD"
"o__Bradymonadales",0,"SRR10802233","Health"
"o__Bradymonadales",0,"SRR10802225","Health"
"o__Bradymonadales",0,"SRR10802243","Health"
"o__Burkholderiales",0,"SRR10802232","GERD"
"o__Campylobacterales",0,"SRR10802232","GERD"
"o__Cardiobacteriales",0,"SRR10802240","GERD"
"o__Cardiobacteriales",0,"SRR10802232","GERD"
"o__Cardiobacteriales",0,"SRR10802238","GERD"
"o__Cardiobacteriales",0,"SRR10802234","GERD"
"o__Cardiobacteriales",0,"SRR10802237","GERD"
"o__Cardiobacteriales",0,"SRR10802229","GERD"
"o__Cardiobacteriales",0,"SRR10802242","Health"
"o__Cardiobacteriales",0,"SRR10802224","Health"
"o__Cardiobacteriales",0,"SRR10802239","GERD"
"o__Chloroplast",0,"SRR10802239","GERD"
"o__Chloroplast",0,"SRR10802232","GERD"
"o__Chloroplast",0,"SRR10802230","GERD"
"o__Chloroplast",0,"SRR10802245","Health"
"o__Chloroplast",0,"SRR10802234","GERD"
"o__Chloroplast",0,"SRR10802233","Health"
"o__Chloroplast",0,"SRR10802231","GERD"
"o__Chloroplast",0,"SRR10802228","GERD"
"o__Chloroplast",0,"SRR10802221","Health"
"o__Chloroplast",0,"SRR10802223","Health"
"o__Chloroplast",0,"SRR10802242","Health"
"o__Chloroplast",0,"SRR10802224","Health"
"o__Chloroplast",0,"SRR10802229","GERD"
"o__Chloroplast",0,"SRR10802235","GERD"
"o__Chloroplast",0,"SRR10802243","Health"
"o__Chloroplast",0,"SRR10802220","Health"
"o__Chloroplast",0,"SRR10802240","GERD"
"o__Chloroplast",0,"SRR10802237","GERD"
"o__Chloroplast",0,"SRR10802222","Health"
"o__Chloroplast",0,"SRR10802226","Health"
"o__Chloroplast",0,"SRR10802236","GERD"
"o__Chloroplast",0,"SRR10802244","Health"
"o__Chloroplast",0,"SRR10802241","GERD"
"o__Chloroplast",0,"SRR10802225","Health"
"o__Chloroplast",0,"SRR10802238","GERD"
"o__Clostridia_UCG-014",0,"SRR10802232","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802239","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802233","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802228","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802234","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802245","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802231","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802230","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802235","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802222","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802244","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802229","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802226","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802243","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802223","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802240","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802236","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802237","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802232","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802238","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802221","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802242","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802241","GERD"
"o__Clostridia_vadinBB60_group",0,"SRR10802224","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802220","Health"
"o__Clostridia_vadinBB60_group",0,"SRR10802225","Health"
"o__Coriobacteriales",0,"SRR10802240","GERD"
"o__Coriobacteriales",0,"SRR10802241","GERD"
"o__Corynebacteriales",0,"SRR10802228","GERD"
"o__Corynebacteriales",0,"SRR10802244","Health"
"o__Corynebacteriales",0,"SRR10802234","GERD"
"o__Corynebacteriales",0,"SRR10802229","GERD"
"o__Corynebacteriales",0,"SRR10802239","GERD"
"o__Corynebacteriales",0,"SRR10802222","Health"
"o__Corynebacteriales",0,"SRR10802220","Health"
"o__Corynebacteriales",0,"SRR10802237","GERD"
"o__Corynebacteriales",0,"SRR10802232","GERD"
"o__Cyanobacteriales",0,"SRR10802233","Health"
"o__Cyanobacteriales",0,"SRR10802244","Health"
"o__Cyanobacteriales",0,"SRR10802245","Health"
"o__Cyanobacteriales",0,"SRR10802229","GERD"
"o__Cyanobacteriales",0,"SRR10802234","GERD"
"o__Cyanobacteriales",0,"SRR10802231","GERD"
"o__Cyanobacteriales",0,"SRR10802230","GERD"
"o__Cyanobacteriales",0,"SRR10802228","GERD"
"o__Cyanobacteriales",0,"SRR10802243","Health"
"o__Cyanobacteriales",0,"SRR10802221","Health"
"o__Cyanobacteriales",0,"SRR10802227","GERD"
"o__Cyanobacteriales",0,"SRR10802239","GERD"
"o__Cyanobacteriales",0,"SRR10802222","Health"
"o__Cyanobacteriales",0,"SRR10802226","Health"
"o__Cyanobacteriales",0,"SRR10802242","Health"
"o__Cyanobacteriales",0,"SRR10802232","GERD"
"o__Cyanobacteriales",0,"SRR10802240","GERD"
"o__Cyanobacteriales",0,"SRR10802238","GERD"
"o__Cyanobacteriales",0,"SRR10802235","GERD"
"o__Cyanobacteriales",0,"SRR10802225","Health"
"o__Cyanobacteriales",0,"SRR10802241","GERD"
"o__Cyanobacteriales",0,"SRR10802223","Health"
"o__Cyanobacteriales",0,"SRR10802237","GERD"
"o__Cyanobacteriales",0,"SRR10802220","Health"
"o__Cyanobacteriales",0,"SRR10802224","Health"
"o__Cytophagales",0,"SRR10802244","Health"
"o__Cytophagales",0,"SRR10802228","GERD"
"o__Cytophagales",0,"SRR10802229","GERD"
"o__Cytophagales",0,"SRR10802227","GERD"
"o__Cytophagales",0,"SRR10802230","GERD"
"o__Cytophagales",0,"SRR10802243","Health"
"o__Cytophagales",0,"SRR10802234","GERD"
"o__Cytophagales",0,"SRR10802245","Health"
"o__Cytophagales",0,"SRR10802231","GERD"
"o__Cytophagales",0,"SRR10802238","GERD"
"o__Cytophagales",0,"SRR10802242","Health"
"o__Cytophagales",0,"SRR10802232","GERD"
"o__Cytophagales",0,"SRR10802223","Health"
"o__Cytophagales",0,"SRR10802240","GERD"
"o__Cytophagales",0,"SRR10802237","GERD"
"o__Cytophagales",0,"SRR10802235","GERD"
"o__Cytophagales",0,"SRR10802222","Health"
"o__Cytophagales",0,"SRR10802226","Health"
"o__Cytophagales",0,"SRR10802236","GERD"
"o__Cytophagales",0,"SRR10802225","Health"
"o__Cytophagales",0,"SRR10802241","GERD"
"o__Cytophagales",0,"SRR10802221","Health"
"o__Cytophagales",0,"SRR10802220","Health"
"o__Cytophagales",0,"SRR10802239","GERD"
"o__Cytophagales",0,"SRR10802224","Health"
"o__Desulfovibrionales",0,"SRR10802230","GERD"
"o__Desulfovibrionales",0,"SRR10802245","Health"
"o__Desulfovibrionales",0,"SRR10802243","Health"
"o__Desulfovibrionales",0,"SRR10802228","GERD"
"o__Desulfovibrionales",0,"SRR10802234","GERD"
"o__Desulfovibrionales",0,"SRR10802238","GERD"
"o__Desulfovibrionales",0,"SRR10802227","GERD"
"o__Desulfovibrionales",0,"SRR10802229","GERD"
"o__Desulfovibrionales",0,"SRR10802239","GERD"
"o__Desulfovibrionales",0,"SRR10802242","Health"
"o__Desulfovibrionales",0,"SRR10802236","GERD"
"o__Desulfovibrionales",0,"SRR10802224","Health"
"o__Desulfovibrionales",0,"SRR10802241","GERD"
"o__Desulfovibrionales",0,"SRR10802231","GERD"
"o__Desulfovibrionales",0,"SRR10802237","GERD"
"o__Desulfovibrionales",0,"SRR10802240","GERD"
"o__Desulfovibrionales",0,"SRR10802220","Health"
"o__Desulfovibrionales",0,"SRR10802221","Health"
"o__Desulfovibrionales",0,"SRR10802223","Health"
"o__Desulfovibrionales",0,"SRR10802225","Health"
"o__Desulfovibrionales",0,"SRR10802222","Health"
"o__Desulfovibrionales",0,"SRR10802232","GERD"
"o__Desulfovibrionales",0,"SRR10802226","Health"
"o__Desulfovibrionales",0,"SRR10802235","GERD"
"o__Dongiales",0,"SRR10802228","GERD"
"o__Dongiales",0,"SRR10802242","Health"
"o__Dongiales",0,"SRR10802245","Health"
"o__Dongiales",0,"SRR10802230","GERD"
"o__Dongiales",0,"SRR10802231","GERD"
"o__Dongiales",0,"SRR10802229","GERD"
"o__Dongiales",0,"SRR10802244","Health"
"o__Dongiales",0,"SRR10802243","Health"
"o__Dongiales",0,"SRR10802232","GERD"
"o__Dongiales",0,"SRR10802220","Health"
"o__Dongiales",0,"SRR10802227","GERD"
"o__Dongiales",0,"SRR10802234","GERD"
"o__Dongiales",0,"SRR10802240","GERD"
"o__Dongiales",0,"SRR10802239","GERD"
"o__Dongiales",0,"SRR10802221","Health"
"o__Dongiales",0,"SRR10802237","GERD"
"o__Dongiales",0,"SRR10802226","Health"
"o__Dongiales",0,"SRR10802223","Health"
"o__Dongiales",0,"SRR10802222","Health"
"o__Dongiales",0,"SRR10802238","GERD"
"o__Dongiales",0,"SRR10802241","GERD"
"o__Dongiales",0,"SRR10802225","Health"
"o__Dongiales",0,"SRR10802236","GERD"
"o__Dongiales",0,"SRR10802224","Health"
"o__Dongiales",0,"SRR10802235","GERD"
"o__Erysipelotrichales",0,"SRR10802243","Health"
"o__Eubacteriales",0,"SRR10802243","Health"
"o__Eubacteriales",0,"SRR10802244","Health"
"o__Eubacteriales",0,"SRR10802228","GERD"
"o__Eubacteriales",0,"SRR10802230","GERD"
"o__Eubacteriales",0,"SRR10802229","GERD"
"o__Eubacteriales",0,"SRR10802245","Health"
"o__Eubacteriales",0,"SRR10802234","GERD"
"o__Eubacteriales",0,"SRR10802231","GERD"
"o__Eubacteriales",0,"SRR10802227","GERD"
"o__Eubacteriales",0,"SRR10802237","GERD"
"o__Eubacteriales",0,"SRR10802226","Health"
"o__Eubacteriales",0,"SRR10802232","GERD"
"o__Eubacteriales",0,"SRR10802238","GERD"
"o__Eubacteriales",0,"SRR10802241","GERD"
"o__Eubacteriales",0,"SRR10802220","Health"
"o__Eubacteriales",0,"SRR10802233","Health"
"o__Eubacteriales",0,"SRR10802240","GERD"
"o__Eubacteriales",0,"SRR10802236","GERD"
"o__Eubacteriales",0,"SRR10802224","Health"
"o__Eubacteriales",0,"SRR10802223","Health"
"o__Eubacteriales",0,"SRR10802242","Health"
"o__Eubacteriales",0,"SRR10802222","Health"
"o__Eubacteriales",0,"SRR10802235","GERD"
"o__Eubacteriales",0,"SRR10802239","GERD"
"o__Eubacteriales",0,"SRR10802225","Health"
"o__Flavobacteriales",0,"SRR10802232","GERD"
"o__Flavobacteriales",0,"SRR10802238","GERD"
"o__Flavobacteriales",0,"SRR10802234","GERD"
"o__Gracilibacteria",0,"SRR10802232","GERD"
"o__Gracilibacteria",0,"SRR10802230","GERD"
"o__Gracilibacteria",0,"SRR10802226","Health"
"o__Gracilibacteria",0,"SRR10802224","Health"
"o__Gracilibacteria",0,"SRR10802241","GERD"
"o__Gracilibacteria",0,"SRR10802227","GERD"
"o__Gracilibacteria",0,"SRR10802242","Health"
"o__Gracilibacteria",0,"SRR10802234","GERD"
"o__Gracilibacteria",0,"SRR10802245","Health"
"o__Gracilibacteria",0,"SRR10802237","GERD"
"o__Gracilibacteria",0,"SRR10802235","GERD"
"o__Gracilibacteria",0,"SRR10802233","Health"
"o__Gracilibacteria",0,"SRR10802225","Health"
"o__Gracilibacteria",0,"SRR10802243","Health"
"o__Gracilibacteria",0,"SRR10802236","GERD"
"o__Gracilibacteria",0,"SRR10802220","Health"
"o__Gracilibacteria",0,"SRR10802229","GERD"
"o__Gracilibacteria",0,"SRR10802240","GERD"
"o__Gracilibacteria",0,"SRR10802238","GERD"
"o__Gracilibacteria",0,"SRR10802222","Health"
"o__Gracilibacteria",0,"SRR10802228","GERD"
"o__Gracilibacteria",0,"SRR10802221","Health"
"o__JGI_0000069-P22",0,"SRR10802240","GERD"
"o__JGI_0000069-P22",0,"SRR10802226","Health"
"o__JGI_0000069-P22",0,"SRR10802230","GERD"
"o__JGI_0000069-P22",0,"SRR10802243","Health"
"o__JGI_0000069-P22",0,"SRR10802244","Health"
"o__JGI_0000069-P22",0,"SRR10802223","Health"
"o__JGI_0000069-P22",0,"SRR10802242","Health"
"o__JGI_0000069-P22",0,"SRR10802229","GERD"
"o__JGI_0000069-P22",0,"SRR10802225","Health"
"o__JGI_0000069-P22",0,"SRR10802232","GERD"
"o__JGI_0000069-P22",0,"SRR10802245","Health"
"o__JGI_0000069-P22",0,"SRR10802224","Health"
"o__JGI_0000069-P22",0,"SRR10802227","GERD"
"o__JGI_0000069-P22",0,"SRR10802233","Health"
"o__JGI_0000069-P22",0,"SRR10802239","GERD"
"o__JGI_0000069-P22",0,"SRR10802228","GERD"
"o__JGI_0000069-P22",0,"SRR10802238","GERD"
"o__JGI_0000069-P22",0,"SRR10802234","GERD"
"o__JGI_0000069-P22",0,"SRR10802220","Health"
"o__JGI_0000069-P22",0,"SRR10802236","GERD"
"o__JGI_0000069-P22",0,"SRR10802235","GERD"
"o__JGI_0000069-P22",0,"SRR10802221","Health"
"o__Mycoplasmatales",0,"SRR10802241","GERD"
"o__Mycoplasmatales",0,"SRR10802226","Health"
"o__Mycoplasmatales",0,"SRR10802245","Health"
"o__Mycoplasmatales",0,"SRR10802224","Health"
"o__Mycoplasmatales",0,"SRR10802239","GERD"
"o__Mycoplasmatales",0,"SRR10802243","Health"
"o__Mycoplasmatales",0,"SRR10802230","GERD"
"o__Mycoplasmatales",0,"SRR10802225","Health"
"o__Mycoplasmatales",0,"SRR10802242","Health"
"o__Mycoplasmatales",0,"SRR10802232","GERD"
"o__Mycoplasmatales",0,"SRR10802223","Health"
"o__Mycoplasmatales",0,"SRR10802234","GERD"
"o__Mycoplasmatales",0,"SRR10802220","Health"
"o__Mycoplasmatales",0,"SRR10802235","GERD"
"o__Mycoplasmatales",0,"SRR10802238","GERD"
"o__Mycoplasmatales",0,"SRR10802237","GERD"
"o__Peptococcales",0,"SRR10802224","Health"
"o__Peptococcales",0,"SRR10802228","GERD"
"o__Peptococcales",0,"SRR10802223","Health"
"o__Peptococcales",0,"SRR10802239","GERD"
"o__Peptococcales",0,"SRR10802245","Health"
"o__Peptococcales",0,"SRR10802230","GERD"
"o__Peptococcales",0,"SRR10802225","Health"
"o__Peptococcales",0,"SRR10802241","GERD"
"o__Peptococcales",0,"SRR10802227","GERD"
"o__Peptococcales",0,"SRR10802232","GERD"
"o__Peptococcales",0,"SRR10802243","Health"
"o__Peptococcales",0,"SRR10802220","Health"
"o__Peptococcales",0,"SRR10802226","Health"
"o__Peptococcales",0,"SRR10802236","GERD"
"o__Peptococcales",0,"SRR10802222","Health"
"o__Peptococcales",0,"SRR10802238","GERD"
"o__Peptococcales",0,"SRR10802235","GERD"
"o__Peptococcales",0,"SRR10802234","GERD"
"o__Peptococcales",0,"SRR10802242","Health"
"o__Peptococcales",0,"SRR10802221","Health"
"o__Peptococcales",0,"SRR10802237","GERD"
"o__Propionibacteriales",0,"SRR10802240","GERD"
"o__Propionibacteriales",0,"SRR10802245","Health"
"o__Propionibacteriales",0,"SRR10802241","GERD"
"o__Propionibacteriales",0,"SRR10802224","Health"
"o__Propionibacteriales",0,"SRR10802244","Health"
"o__Propionibacteriales",0,"SRR10802227","GERD"
"o__Propionibacteriales",0,"SRR10802238","GERD"
"o__Propionibacteriales",0,"SRR10802228","GERD"
"o__Propionibacteriales",0,"SRR10802229","GERD"
"o__Propionibacteriales",0,"SRR10802225","Health"
"o__Propionibacteriales",0,"SRR10802242","Health"
"o__Propionibacteriales",0,"SRR10802222","Health"
"o__Propionibacteriales",0,"SRR10802239","GERD"
"o__Propionibacteriales",0,"SRR10802236","GERD"
"o__Propionibacteriales",0,"SRR10802221","Health"
"o__Propionibacteriales",0,"SRR10802243","Health"
"o__Propionibacteriales",0,"SRR10802230","GERD"
"o__Propionibacteriales",0,"SRR10802235","GERD"
"o__Propionibacteriales",0,"SRR10802234","GERD"
"o__Propionibacteriales",0,"SRR10802220","Health"
"o__Propionibacteriales",0,"SRR10802231","GERD"
"o__Propionibacteriales",0,"SRR10802237","GERD"
"o__Propionibacteriales",0,"SRR10802232","GERD"
"o__Propionibacteriales",0,"SRR10802226","Health"
"o__Pseudomonadales",0,"SRR10802227","GERD"
"o__Pseudomonadales",0,"SRR10802224","Health"
"o__Pseudomonadales",0,"SRR10802239","GERD"
"o__Pseudomonadales",0,"SRR10802238","GERD"
"o__Pseudomonadales",0,"SRR10802243","Health"
"o__Pseudomonadales",0,"SRR10802223","Health"
"o__Pseudomonadales",0,"SRR10802229","GERD"
"o__Pseudomonadales",0,"SRR10802228","GERD"
"o__Pseudomonadales",0,"SRR10802245","Health"
"o__Pseudomonadales",0,"SRR10802240","GERD"
"o__Pseudomonadales",0,"SRR10802244","Health"
"o__Pseudomonadales",0,"SRR10802241","GERD"
"o__Pseudomonadales",0,"SRR10802221","Health"
"o__Pseudomonadales",0,"SRR10802225","Health"
"o__Pseudomonadales",0,"SRR10802226","Health"
"o__Pseudomonadales",0,"SRR10802231","GERD"
"o__Pseudomonadales",0,"SRR10802230","GERD"
"o__Pseudomonadales",0,"SRR10802236","GERD"
"o__Pseudomonadales",0,"SRR10802235","GERD"
"o__Pseudomonadales",0,"SRR10802222","Health"
"o__Pseudomonadales",0,"SRR10802237","GERD"
"o__Pseudomonadales",0,"SRR10802233","Health"
"o__Pseudomonadales",0,"SRR10802232","GERD"
"o__Pseudomonadales",0,"SRR10802220","Health"
"o__Pseudomonadales",0,"SRR10802242","Health"
"o__RF39",0,"SRR10802227","GERD"
"o__RF39",0,"SRR10802238","GERD"
"o__RF39",0,"SRR10802224","Health"
"o__RF39",0,"SRR10802229","GERD"
"o__RF39",0,"SRR10802243","Health"
"o__RF39",0,"SRR10802225","Health"
"o__RF39",0,"SRR10802222","Health"
"o__RF39",0,"SRR10802230","GERD"
"o__RF39",0,"SRR10802236","GERD"
"o__RF39",0,"SRR10802241","GERD"
"o__RF39",0,"SRR10802223","Health"
"o__RF39",0,"SRR10802242","Health"
"o__RF39",0,"SRR10802237","GERD"
"o__RF39",0,"SRR10802232","GERD"
"o__RF39",0,"SRR10802235","GERD"
"o__RF39",0,"SRR10802226","Health"
"o__Rhodospirillales",0,"SRR10802226","Health"
"o__Rhodospirillales",0,"SRR10802240","GERD"
"o__Rhodospirillales",0,"SRR10802243","Health"
"o__Rhodospirillales",0,"SRR10802245","Health"
"o__Rhodospirillales",0,"SRR10802239","GERD"
"o__Rhodospirillales",0,"SRR10802241","GERD"
"o__Rhodospirillales",0,"SRR10802223","Health"
"o__Rhodospirillales",0,"SRR10802238","GERD"
"o__Rhodospirillales",0,"SRR10802222","Health"
"o__Rhodospirillales",0,"SRR10802236","GERD"
"o__Rhodospirillales",0,"SRR10802230","GERD"
"o__Rhodospirillales",0,"SRR10802229","GERD"
"o__Rhodospirillales",0,"SRR10802228","GERD"
"o__Rhodospirillales",0,"SRR10802244","Health"
"o__Rhodospirillales",0,"SRR10802231","GERD"
"o__Rhodospirillales",0,"SRR10802221","Health"
"o__Rhodospirillales",0,"SRR10802234","GERD"
"o__Rhodospirillales",0,"SRR10802242","Health"
"o__Rhodospirillales",0,"SRR10802227","GERD"
"o__Rhodospirillales",0,"SRR10802224","Health"
"o__Rhodospirillales",0,"SRR10802220","Health"
"o__Rhodospirillales",0,"SRR10802225","Health"
"o__Rhodospirillales",0,"SRR10802237","GERD"
"o__Rhodospirillales",0,"SRR10802232","GERD"
"o__Rhodospirillales",0,"SRR10802235","GERD"
"o__Sphingobacteriales",0,"SRR10802224","Health"
"o__Sphingobacteriales",0,"SRR10802245","Health"
"o__Sphingobacteriales",0,"SRR10802227","GERD"
"o__Sphingobacteriales",0,"SRR10802237","GERD"
"o__Sphingobacteriales",0,"SRR10802243","Health"
"o__Sphingobacteriales",0,"SRR10802239","GERD"
"o__Sphingobacteriales",0,"SRR10802238","GERD"
"o__Sphingobacteriales",0,"SRR10802229","GERD"
"o__Sphingobacteriales",0,"SRR10802232","GERD"
"o__Sphingobacteriales",0,"SRR10802234","GERD"
"o__Sphingobacteriales",0,"SRR10802241","GERD"
"o__Sphingobacteriales",0,"SRR10802225","Health"
"o__Sphingobacteriales",0,"SRR10802235","GERD"
"o__Sphingobacteriales",0,"SRR10802231","GERD"
"o__Sphingobacteriales",0,"SRR10802222","Health"
"o__Sphingobacteriales",0,"SRR10802242","Health"
"o__Sphingobacteriales",0,"SRR10802220","Health"
"o__Sphingomonadales",0,"SRR10802222","Health"
"o__Sphingomonadales",0,"SRR10802240","GERD"
"o__Sphingomonadales",0,"SRR10802232","GERD"
"o__Sphingomonadales",0,"SRR10802236","GERD"
"o__Sphingomonadales",0,"SRR10802225","Health"
"o__Sphingomonadales",0,"SRR10802224","Health"
"o__Sphingomonadales",0,"SRR10802221","Health"
"o__Sphingomonadales",0,"SRR10802242","Health"
"o__Sphingomonadales",0,"SRR10802243","Health"
"o__Sphingomonadales",0,"SRR10802227","GERD"
"o__Sphingomonadales",0,"SRR10802245","Health"
"o__Sphingomonadales",0,"SRR10802223","Health"
"o__Sphingomonadales",0,"SRR10802228","GERD"
"o__Sphingomonadales",0,"SRR10802229","GERD"
"o__Sphingomonadales",0,"SRR10802235","GERD"
"o__Sphingomonadales",0,"SRR10802234","GERD"
"o__Sphingomonadales",0,"SRR10802230","GERD"
"o__Sphingomonadales",0,"SRR10802220","Health"
"o__Sphingomonadales",0,"SRR10802238","GERD"
"o__Sphingomonadales",0,"SRR10802226","Health"
"o__Sphingomonadales",0,"SRR10802231","GERD"
"o__Sphingomonadales",0,"SRR10802239","GERD"
"o__Sphingomonadales",0,"SRR10802241","GERD"
"o__Sphingomonadales",0,"SRR10802237","GERD"
"o__Sphingomonadales",0,"SRR10802244","Health"
"o__Spirochaetales",0,"SRR10802238","GERD"
"o__Spirochaetales",0,"SRR10802222","Health"
"o__Spirochaetales",0,"SRR10802243","Health"
"o__Spirochaetales",0,"SRR10802245","Health"
"o__Spirochaetales",0,"SRR10802224","Health"
"o__Spirochaetales",0,"SRR10802234","GERD"
"o__Spirochaetales",0,"SRR10802237","GERD"
"o__Spirochaetales",0,"SRR10802232","GERD"
"o__Spirochaetales",0,"SRR10802235","GERD"
"o__Staphylococcales",0,"SRR10802232","GERD"
"o__Synergistales",0,"SRR10802237","GERD"
"o__Synergistales",0,"SRR10802243","Health"
"o__Synergistales",0,"SRR10802234","GERD"
"o__Synergistales",0,"SRR10802220","Health"
"o__Synergistales",0,"SRR10802241","GERD"
"o__Synergistales",0,"SRR10802222","Health"
"o__Synergistales",0,"SRR10802232","GERD"
"o__Synergistales",0,"SRR10802238","GERD"
"o__Synergistales",0,"SRR10802224","Health"
"o__Synergistales",0,"SRR10802233","Health"
"o__Synergistales",0,"SRR10802239","GERD"
"o__Synergistales",0,"SRR10802244","Health"
"o__Synergistales",0,"SRR10802225","Health"
"o__Synergistales",0,"SRR10802245","Health"
"o__Synergistales",0,"SRR10802235","GERD"
"o__Synergistales",0,"SRR10802227","GERD"
"Unknown",0,"SRR10802234","GERD"
"Unknown",0,"SRR10802241","GERD"
"Unknown",0,"SRR10802237","GERD"
"Unknown",0,"SRR10802232","GERD"
"Unknown",0,"SRR10802238","GERD"
"Unknown",0,"SRR10802222","Health"
"Unknown",0,"SRR10802230","GERD"
"Unknown",0,"SRR10802244","Health"
"Unknown",0,"SRR10802239","GERD"
"Unknown",0,"SRR10802240","GERD"
"Unknown",0,"SRR10802225","Health"
"Unknown",0,"SRR10802242","Health"
"Unknown",0,"SRR10802223","Health"
"Unknown",0,"SRR10802228","GERD"
"Unknown",0,"SRR10802229","GERD"
"Unknown",0,"SRR10802224","Health"
